"","County","Date","cum_deaths","cum_cases","daily_deaths","daily_cases"
"45914","Johnston",2020-06-03,23,520,2,17
"45915","Johnston",2020-06-04,23,552,0,32
"45916","Johnston",2020-06-05,23,596,0,44
"45917","Johnston",2020-06-06,23,617,0,21
"45918","Johnston",2020-06-07,23,643,0,26
"45919","Johnston",2020-06-08,23,656,0,13
"45920","Johnston",2020-06-09,23,680,0,24
"45921","Johnston",2020-06-10,23,706,0,26
"45922","Johnston",2020-06-11,23,772,0,66
"45923","Johnston",2020-06-12,25,821,2,49
"45924","Johnston",2020-06-13,25,859,0,38
"45925","Johnston",2020-06-14,25,902,0,43
"45926","Johnston",2020-06-15,25,922,0,20
"45927","Johnston",2020-06-16,25,953,0,31
"45928","Johnston",2020-06-17,25,993,0,40
"45929","Johnston",2020-06-18,26,1021,1,28
"45930","Johnston",2020-06-19,26,1087,0,66
"45931","Johnston",2020-06-20,26,1130,0,43
"45932","Johnston",2020-06-21,26,1177,0,47
"45933","Johnston",2020-06-22,26,1217,0,40
"45934","Johnston",2020-06-23,28,1240,2,23
"45935","Johnston",2020-06-24,29,1279,1,39
"45936","Johnston",2020-06-25,29,1326,0,47
"45937","Johnston",2020-06-26,29,1387,0,61
"45938","Johnston",2020-06-27,29,1430,0,43
"45939","Johnston",2020-06-28,29,1476,0,46
"45940","Johnston",2020-06-29,29,1516,0,40
"45941","Johnston",2020-06-30,29,1569,0,53
"45942","Johnston",2020-07-01,32,1615,3,46
"45943","Johnston",2020-07-02,32,1685,0,70
"45944","Johnston",2020-07-03,33,1723,1,38
"45945","Johnston",2020-07-04,33,1760,0,37
"45946","Johnston",2020-07-05,33,1788,0,28
"45947","Johnston",2020-07-06,33,1825,0,37
"45948","Johnston",2020-07-07,33,1863,0,38
"45949","Johnston",2020-07-08,33,1914,0,51
"45950","Johnston",2020-07-09,34,1952,1,38
"45951","Johnston",2020-07-10,35,2007,1,55
"45952","Johnston",2020-07-11,35,2064,0,57
"45953","Johnston",2020-07-12,35,2121,0,57
"45954","Johnston",2020-07-13,35,2163,0,42
"45955","Johnston",2020-07-14,35,2244,0,81
"45956","Johnston",2020-07-15,38,2281,3,37
"45957","Johnston",2020-07-16,38,2328,0,47
"45958","Johnston",2020-07-17,38,2377,0,49
"45959","Johnston",2020-07-18,38,2417,0,40
"45960","Johnston",2020-07-19,38,2434,0,17
"45961","Johnston",2020-07-20,38,2473,0,39
"45962","Johnston",2020-07-21,41,2538,3,65
"45963","Johnston",2020-07-22,41,2583,0,45
"45964","Johnston",2020-07-23,41,2617,0,34
"45965","Johnston",2020-07-24,41,2658,0,41
"45966","Johnston",2020-07-25,43,2685,2,27
"45967","Johnston",2020-07-26,43,2724,0,39
"45968","Johnston",2020-07-27,43,2858,0,134
"45969","Johnston",2020-07-28,44,2914,1,56
"45970","Johnston",2020-07-30,44,3018,1,49
"45971","Johnston",2020-07-31,44,3070,0,52
"45972","Johnston",2020-08-01,44,3114,0,44
"45973","Johnston",2020-08-02,44,3150,0,36
"45974","Johnston",2020-08-03,44,3176,0,26
"45975","Johnston",2020-08-04,44,3197,0,21
"45976","Johnston",2020-08-05,44,3239,0,42
"45977","Johnston",2020-08-06,46,3273,2,34
"45978","Johnston",2020-08-07,46,3338,0,65
"45979","Johnston",2020-08-08,46,3366,0,28
"45980","Johnston",2020-08-09,46,3388,0,22
"45981","Johnston",2020-08-10,46,3403,0,15
"45982","Johnston",2020-08-11,46,3436,0,33
"45983","Johnston",2020-08-12,46,3462,0,26
"45984","Johnston",2020-08-14,45,3510,0,18
"45985","Johnston",2020-08-15,45,3527,0,17
"45986","Johnston",2020-08-16,45,3537,0,10
"45987","Johnston",2020-08-17,45,3556,0,19
"45988","Johnston",2020-08-18,47,3583,2,27
"45989","Johnston",2020-08-19,47,3620,0,37
"45990","Johnston",2020-08-20,47,3653,0,33
"45991","Johnston",2020-08-21,48,3683,1,30
"45992","Johnston",2020-08-22,49,3721,1,38
"45993","Johnston",2020-08-23,49,3744,0,23
"45994","Johnston",2020-08-24,49,3780,0,36
"45995","Johnston",2020-08-25,49,3810,0,30
"45996","Johnston",2020-08-26,49,3862,0,52
"45997","Johnston",2020-08-27,50,3899,1,37
"45998","Johnston",2020-08-28,50,3924,0,25
"45999","Johnston",2020-08-29,50,3945,0,21
"46000","Johnston",2020-08-30,50,3959,0,14
"46001","Johnston",2020-08-31,50,4004,0,45
"46002","Johnston",2020-09-01,52,4029,2,25
"46003","Johnston",2020-09-02,52,4051,0,22
"46004","Johnston",2020-09-03,52,4093,0,42
"46005","Johnston",2020-09-04,52,4114,0,21
"46006","Johnston",2020-09-05,52,4146,0,32
"46007","Johnston",2020-09-06,52,4155,0,9
"46008","Johnston",2020-09-07,52,4170,0,15
"46009","Johnston",2020-09-08,52,4179,0,9
"46010","Johnston",2020-09-09,52,4199,0,20
"46011","Johnston",2020-09-10,54,4223,2,24
"46012","Johnston",2020-09-11,54,4245,0,22
"46013","Johnston",2020-09-12,54,4256,0,11
"46014","Johnston",2020-09-13,54,4270,0,14
"46015","Johnston",2020-09-14,54,4290,0,20
"46016","Johnston",2020-09-15,54,4307,0,17
"46017","Johnston",2020-09-16,54,4344,0,37
"46018","Johnston",2020-09-17,54,4354,0,10
"46019","Johnston",2020-09-18,55,4371,1,17
"46020","Johnston",2020-09-19,55,4386,0,15
"46021","Johnston",2020-09-20,55,4410,0,24
"46022","Johnston",2020-09-21,55,4423,0,13
"46023","Johnston",2020-09-22,55,4439,0,16
"46024","Johnston",2020-09-23,55,4457,0,18
"46025","Johnston",2020-09-24,56,4483,1,26
"46026","Johnston",2020-09-25,56,4506,0,23
"46027","Johnston",2020-09-26,56,4527,0,21
"46028","Johnston",2020-09-27,56,4540,0,13
"46029","Johnston",2020-09-28,56,4554,0,14
"46030","Johnston",2020-09-29,57,4566,1,12
"46031","Johnston",2020-09-30,57,4566,0,0
"46032","Johnston",2020-10-01,57,4602,0,36
"46033","Johnston",2020-10-02,57,4644,0,42
"46034","Johnston",2020-10-03,57,4687,0,43
"46035","Johnston",2020-10-04,57,4689,0,2
"46036","Johnston",2020-10-05,57,4726,0,37
"46037","Johnston",2020-10-06,57,4770,0,44
"46038","Johnston",2020-10-07,57,4785,0,15
"46039","Johnston",2020-10-08,57,4825,0,40
"46040","Johnston",2020-10-09,57,4868,0,43
"46041","Johnston",2020-10-10,57,4897,0,29
"46042","Johnston",2020-10-11,57,4908,0,11
"46043","Johnston",2020-10-12,57,4928,0,20
"46044","Johnston",2020-10-13,59,4957,2,29
"46045","Johnston",2020-10-15,59,5036,1,26
"46046","Johnston",2020-10-16,59,5081,0,45
"46047","Johnston",2020-10-17,59,5125,0,44
"46048","Johnston",2020-10-18,60,5150,1,25
"46049","Johnston",2020-10-19,60,5183,0,33
"46050","Johnston",2020-10-20,60,5206,0,23
"46051","Johnston",2020-10-21,60,5238,0,32
"46052","Johnston",2020-10-22,60,5285,0,47
"46053","Johnston",2020-10-23,60,5335,0,50
"46054","Johnston",2020-10-24,60,5448,0,113
"46055","Johnston",2020-10-25,60,5484,0,36
"46056","Johnston",2020-10-26,60,5513,0,29
"46057","Johnston",2020-10-27,60,5566,0,53
"46058","Johnston",2020-10-28,62,5638,2,72
"46059","Johnston",2020-10-29,64,5709,2,71
"46060","Johnston",2020-10-30,66,5780,2,71
"46061","Johnston",2020-10-31,66,5819,0,39
"46062","Johnston",2020-11-01,66,5845,0,26
"46063","Johnston",2020-11-02,66,5878,0,33
"46064","Johnston",2020-11-03,66,5926,0,48
"46065","Johnston",2020-11-04,66,5962,0,36
"46066","Johnston",2020-11-05,68,6024,2,62
"46067","Johnston",2020-11-06,68,6108,0,84
"46068","Johnston",2020-11-07,69,6141,1,33
"46069","Johnston",2020-11-08,69,6173,0,32
"46070","Johnston",2020-11-09,69,6208,0,35
"46071","Johnston",2020-11-10,69,6265,0,57
"46072","Johnston",2020-11-11,69,6350,0,85
"46073","Johnston",2020-11-12,69,6401,0,51
"46074","Johnston",2020-11-13,69,6447,0,46
"46075","Johnston",2020-11-14,69,6535,0,88
"46076","Johnston",2020-11-15,70,6610,1,75
"46077","Johnston",2020-11-16,70,6622,0,12
"46078","Johnston",2020-11-17,70,6712,0,90
"46079","Johnston",2020-11-18,70,6801,0,89
"46080","Johnston",2020-11-19,70,6882,0,81
"46081","Johnston",2020-11-20,71,6988,1,106
"46082","Johnston",2020-11-21,71,7054,0,66
"46083","Johnston",2020-11-22,71,7133,0,79
"46084","Johnston",2020-11-23,71,7173,0,40
"46085","Johnston",2020-11-24,71,7252,0,79
"46086","Johnston",2020-11-25,71,7353,0,101
"46087","Johnston",2020-11-26,71,7353,0,0
"46088","Johnston",2020-11-27,73,7478,2,125
"46089","Johnston",2020-11-28,73,7553,0,75
"46090","Johnston",2020-11-29,73,7607,0,54
"46091","Johnston",2020-11-30,73,7646,0,39
"46092","Johnston",2020-12-01,73,7718,0,72
"46093","Johnston",2020-12-02,78,7833,5,115
"46094","Johnston",2020-12-03,78,7963,0,130
"46095","Johnston",2020-12-04,78,8060,0,97
"46096","Johnston",2020-12-05,78,8152,0,92
"46097","Johnston",2020-12-06,78,8322,0,170
"46098","Johnston",2020-12-07,78,8425,0,103
"46099","Johnston",2020-12-08,81,8498,3,73
"46100","Johnston",2020-12-09,83,8629,2,131
"46101","Johnston",2020-12-10,83,8759,0,130
"46102","Johnston",2020-12-11,83,8940,0,181
"46103","Johnston",2020-12-12,83,9066,0,126
"46104","Johnston",2020-12-13,83,9202,0,136
"46105","Johnston",2020-12-14,83,9290,0,88
"46106","Johnston",2020-12-15,89,9413,6,123
"46107","Johnston",2020-12-16,90,9528,1,115
"46108","Johnston",2020-12-17,90,9649,0,121
"46109","Johnston",2020-12-18,90,9841,0,192
"46110","Johnston",2020-12-19,90,10021,0,180
"46111","Johnston",2020-12-20,90,10168,0,147
"46112","Johnston",2020-12-21,90,10269,0,101
"46113","Johnston",2020-12-22,90,10387,0,118
"46114","Johnston",2020-12-23,93,10551,3,164
"46115","Johnston",2020-12-24,93,10551,0,0
"46116","Johnston",2020-12-25,93,10551,0,0
"46117","Johnston",2020-12-26,102,10990,9,439
"46118","Johnston",2020-12-27,102,11040,0,50
"46119","Johnston",2020-12-28,102,11132,0,92
"46120","Johnston",2020-12-29,102,11249,0,117
"46121","Johnston",2020-12-30,104,11385,2,136
"46122","Johnston",2020-12-31,104,11570,0,185
"46123","Johnston",2021-01-01,104,11570,0,0
"46124","Johnston",2021-01-02,113,11925,9,355
"46125","Johnston",2021-01-03,113,12111,0,186
"46126","Johnston",2021-01-04,113,12179,0,68
"46127","Johnston",2021-01-05,113,12278,0,99
"46128","Johnston",2021-01-06,115,12365,2,87
"46129","Johnston",2021-01-07,119,12541,4,176
"46130","Johnston",2021-01-08,121,12703,2,162
"46131","Johnston",2021-01-09,121,12950,0,247
"46132","Johnston",2021-01-10,121,13088,0,138
"46133","Johnston",2021-01-11,121,13179,0,91
"46134","Johnston",2021-01-12,122,13302,1,123
"46135","Johnston",2021-01-13,123,13425,1,123
"46136","Johnston",2021-01-14,123,13600,0,175
"46137","Johnston",2021-01-15,123,13783,0,183
"46138","Johnston",2021-01-16,126,13946,3,163
"46139","Johnston",2021-01-17,130,14067,4,121
"46140","Johnston",2021-01-18,130,14067,0,0
"46141","Johnston",2021-01-19,130,14227,0,160
"46142","Johnston",2021-01-20,130,14363,0,136
"46143","Johnston",2021-01-21,137,14481,7,118
"46144","Johnston",2021-01-22,140,14593,3,112
"46145","Johnston",2021-01-23,141,14738,1,145
"46146","Johnston",2021-01-24,142,14806,1,68
"46147","Johnston",2021-01-25,142,14886,0,80
"46148","Johnston",2021-01-26,146,14944,4,58
"46149","Johnston",2021-01-27,150,15070,4,126
"46150","Johnston",2021-01-28,152,15181,2,111
"46151","Johnston",2021-01-29,152,15279,0,98
"46152","Johnston",2021-01-30,152,15279,0,0
"46153","Johnston",2021-01-31,154,15451,2,172
"46154","Johnston",2021-02-01,154,15509,0,58
"46155","Johnston",2021-02-02,156,15563,2,54
"46156","Johnston",2021-02-03,158,15996,2,433
"46157","Johnston",2021-02-04,164,16096,6,100
"46158","Johnston",2021-02-05,166,16220,2,124
"46159","Johnston",2021-02-06,166,16333,0,113
"46160","Johnston",2021-02-07,168,16399,2,66
"46161","Johnston",2021-02-08,168,16473,0,74
"46162","Johnston",2021-02-09,169,16545,1,72
"46163","Johnston",2021-02-10,172,16644,3,99
"46164","Johnston",2021-02-11,173,16745,1,101
"46165","Johnston",2021-02-12,174,16826,1,81
"46166","Johnston",2021-02-13,174,16940,0,114
"46167","Johnston",2021-02-14,174,17001,0,61
"46168","Johnston",2021-02-15,174,17038,0,37
"46169","Johnston",2021-02-16,175,17089,1,51
"46170","Johnston",2021-02-17,177,17173,2,84
"46171","Johnston",2021-02-18,180,17265,3,92
"46172","Johnston",2021-02-19,181,17332,1,67
"46173","Johnston",2021-02-20,181,17398,0,66
"46174","Johnston",2021-02-21,181,17449,0,51
"46175","Johnston",2021-02-22,181,17483,0,34
"46176","Johnston",2021-02-23,181,17527,0,44
"46177","Johnston",2021-02-24,186,17613,5,86
"46178","Johnston",2021-02-25,187,17704,1,91
"46179","Johnston",2021-02-26,188,17798,1,94
"46180","Johnston",2021-02-27,189,17871,1,73
"46181","Johnston",2021-02-28,189,17871,0,0
"46182","Johnston",2021-03-01,189,17936,0,65
"46183","Johnston",2021-03-02,194,17961,5,25
"46184","Johnston",2021-03-03,198,18025,4,64
"46185","Johnston",2021-03-05,197,18167,0,72
"46186","Johnston",2021-03-06,199,18214,2,47
"46187","Johnston",2021-03-07,199,18214,0,0
"46188","Johnston",2021-03-08,199,18280,0,66
"46189","Johnston",2021-03-09,199,18328,0,48
"46190","Johnston",2021-03-10,199,18394,0,66
"46191","Johnston",2021-03-11,201,18471,2,77
"46192","Johnston",2021-03-12,201,18540,0,69
"46193","Johnston",2021-03-13,201,18580,0,40
"46194","Johnston",2021-03-14,201,18580,0,0
"46195","Johnston",2021-03-16,200,18711,0,35
"46196","Johnston",2021-03-17,201,18789,1,78
"46197","Johnston",2021-03-18,202,18841,1,52
"46198","Johnston",2021-03-19,202,18871,0,30
"46199","Johnston",2021-03-20,202,18919,0,48
"46200","Johnston",2021-03-21,202,18919,0,0
"46201","Johnston",2021-03-22,202,19000,0,81
"46202","Johnston",2021-03-23,202,19029,0,29
"46203","Johnston",2021-03-24,203,19065,1,36
"46204","Johnston",2021-03-25,203,19130,0,65
"46205","Johnston",2021-03-26,203,19187,0,57
"46206","Johnston",2021-03-27,203,19187,0,0
"46207","Johnston",2021-03-28,203,19187,0,0
"46208","Johnston",2021-03-29,203,19280,0,93
"46209","Johnston",2021-03-30,203,19312,0,32
"46210","Johnston",2021-03-31,203,19365,0,53
"46211","Johnston",2021-04-01,204,19403,1,38
"46212","Johnston",2021-04-02,204,19403,0,0
"46213","Johnston",2021-04-03,204,19403,0,0
"46214","Johnston",2021-04-04,204,19403,0,0
"46215","Johnston",2021-04-05,206,19535,2,132
"46216","Johnston",2021-04-06,206,19577,0,42
"46217","Johnston",2021-04-07,206,19623,0,46
"46218","Johnston",2021-04-08,206,19680,0,57
"46219","Johnston",2021-04-09,206,19725,0,45
"46220","Johnston",2021-04-10,206,19725,0,0
"46221","Johnston",2021-04-11,206,19725,0,0
"46222","Johnston",2021-04-12,207,19834,1,109
"46223","Johnston",2021-04-13,208,19876,1,42
"46224","Johnston",2021-04-14,208,19945,0,69
"46225","Johnston",2021-04-15,209,20013,1,68
"46226","Johnston",2021-04-16,209,20078,0,65
"46227","Johnston",2021-04-17,209,20078,0,0
"46228","Johnston",2021-04-18,209,20078,0,0
"46229","Johnston",2021-04-19,209,20367,0,289
"46230","Johnston",2021-04-20,209,20424,0,57
"46231","Johnston",2021-04-21,209,20488,0,64
"46232","Johnston",2021-04-22,209,20580,0,92
"46233","Johnston",2021-04-23,209,20645,0,65
"46234","Johnston",2021-04-24,209,20645,0,0
"46235","Johnston",2021-04-25,209,20645,0,0
"46236","Johnston",2021-04-26,209,20813,0,168
"46237","Johnston",2021-04-27,209,20850,0,37
"46238","Johnston",2021-04-28,210,20917,1,67
"46239","Johnston",2021-04-29,210,20995,0,78
"46240","Johnston",2021-04-30,211,21075,1,80
"46241","Johnston",2021-05-01,211,21075,0,0
"46242","Johnston",2021-05-02,211,21075,0,0
"46243","Johnston",2021-05-03,216,21184,5,109
"46244","Johnston",2021-05-04,216,21217,0,33
"46245","Johnston",2021-05-05,217,21252,1,35
"46246","Johnston",2021-05-06,217,21328,0,76
"46247","Johnston",2021-05-07,218,21397,1,69
"46248","Johnston",2021-05-08,218,21397,0,0
"46249","Johnston",2021-05-09,218,21397,0,0
"46250","Johnston",2021-05-10,220,21487,2,90
"46251","Johnston",2021-05-11,220,21512,0,25
"46252","Johnston",2021-05-12,221,21558,1,46
"46253","Johnston",2021-05-13,221,21604,0,46
"46254","Johnston",2021-05-14,221,21622,0,18
"46255","Johnston",2021-05-15,221,21622,0,0
"46256","Johnston",2021-05-16,221,21622,0,0
"46257","Johnston",2021-05-17,221,21728,0,106
"46258","Johnston",2021-05-18,221,21747,0,19
"46259","Johnston",2021-05-19,221,21800,0,53
"46260","Johnston",2021-05-20,221,21829,0,29
"46261","Johnston",2021-05-21,221,21851,0,22
"46262","Johnston",2021-05-22,221,21851,0,0
"46263","Johnston",2021-05-23,221,21851,0,0
"46264","Johnston",2021-05-25,221,21915,1,7
"46265","Johnston",2021-05-26,224,21930,3,15
"46266","Johnston",2021-05-28,223,21965,0,16
"46267","Johnston",2021-05-29,223,21965,0,0
"46268","Johnston",2021-05-30,223,21965,0,0
"46269","Johnston",2021-05-31,223,21965,0,0
"46270","Johnston",2021-06-01,223,22006,0,41
"46271","Johnston",2021-06-02,223,22010,0,4
"46272","Johnston",2021-06-03,223,22021,0,11
"46273","Johnston",2021-06-04,223,22042,0,21
"46274","Johnston",2021-06-05,223,22042,0,0
"46275","Johnston",2021-06-06,223,22042,0,0
"46276","Johnston",2021-06-07,223,22076,0,34
"46277","Johnston",2021-06-08,223,22082,0,6
"46278","Johnston",2021-06-09,223,22099,0,17
"46279","Johnston",2021-06-10,229,22108,6,9
"46280","Johnston",2021-06-11,234,22115,5,7
"46281","Johnston",2021-06-12,234,22115,0,0
"46282","Johnston",2021-06-13,234,22115,0,0
"46283","Johnston",2021-06-14,235,22142,1,27
"46284","Johnston",2021-06-15,235,22147,0,5
"46285","Johnston",2021-06-16,235,22157,0,10
"46286","Johnston",2021-06-17,235,22164,0,7
"46287","Johnston",2021-06-18,235,22177,0,13
"46288","Johnston",2021-06-19,235,22177,0,0
"46289","Johnston",2021-06-20,235,22177,0,0
"46290","Johnston",2021-06-21,235,22197,0,20
"46291","Johnston",2021-06-22,235,22213,0,16
"46292","Johnston",2021-06-23,235,22239,0,26
"46293","Johnston",2021-06-24,235,22239,0,0
"46294","Johnston",2021-06-25,236,22246,1,7
"46295","Johnston",2021-06-26,236,22246,0,0
"46296","Johnston",2021-06-27,236,22246,0,0
"46297","Johnston",2021-06-28,237,22265,1,19
"46298","Johnston",2021-06-29,237,22271,0,6
"46299","Johnston",2021-06-30,237,22271,0,0
"46300","Johnston",2021-07-01,237,22280,0,9
"46301","Johnston",2021-07-02,237,22291,0,11
"46302","Johnston",2021-07-03,237,22291,0,0
"46303","Johnston",2021-07-04,237,22291,0,0
"46304","Johnston",2021-07-05,237,22291,0,0
"46305","Johnston",2021-07-06,237,22335,0,44
"46306","Johnston",2021-07-07,237,22360,0,25
"46307","Johnston",2021-07-08,237,22392,0,32
"46308","Johnston",2021-07-09,237,22426,0,34
"46309","Johnston",2021-07-10,237,22426,0,0
"46310","Johnston",2021-07-11,237,22426,0,0
"46311","Johnston",2021-07-12,239,22516,2,90
"46312","Johnston",2021-07-13,239,22541,0,25
"46313","Johnston",2021-07-14,239,22561,0,20
"46314","Johnston",2021-07-15,239,22594,0,33
"46315","Johnston",2021-07-16,239,22629,0,35
"46316","Johnston",2021-07-17,239,22629,0,0
"46317","Johnston",2021-07-18,239,22629,0,0
"46318","Johnston",2021-07-19,240,22715,1,86
"46319","Johnston",2021-07-20,240,22733,0,18
"46320","Johnston",2021-07-21,240,22776,0,43
"46321","Johnston",2021-07-22,240,22836,0,60
"46322","Johnston",2021-07-23,240,22900,0,64
"46323","Johnston",2021-07-24,240,22900,0,0
"46324","Johnston",2021-07-25,240,22900,0,0
"46325","Johnston",2021-07-26,240,22996,0,96
"46326","Johnston",2021-07-27,240,23048,0,52
"46327","Johnston",2021-07-28,240,23095,0,47
"46328","Johnston",2021-07-29,242,23188,2,93
"46329","Johnston",2021-07-30,242,23261,0,73
"46330","Johnston",2021-07-31,242,23261,0,0
"46331","Johnston",2021-08-01,242,23261,0,0
"46332","Johnston",2021-08-02,244,23462,2,201
"46333","Johnston",2021-08-03,244,23518,0,56
"46334","Johnston",2021-08-04,244,23587,0,69
"46335","Johnston",2021-08-05,245,23703,1,116
"46336","Johnston",2021-08-06,245,23819,0,116
"46337","Johnston",2021-08-07,245,23819,0,0
"46338","Johnston",2021-08-08,245,23819,0,0
"46339","Johnston",2021-08-09,245,24156,0,337
"46340","Johnston",2021-08-10,245,24212,0,56
"46341","Johnston",2021-08-11,245,24328,0,116
"46342","Johnston",2021-08-12,245,24491,0,163
"46343","Johnston",2021-08-13,248,24652,3,161
"46344","Johnston",2021-08-14,248,24652,0,0
"46345","Johnston",2021-08-15,248,24652,0,0
"46346","Johnston",2021-08-16,248,25004,0,352
"46347","Johnston",2021-08-17,248,25081,0,77
"46348","Johnston",2021-08-18,249,25237,1,156
"46349","Johnston",2021-08-19,251,25386,2,149
"46350","Johnston",2021-08-20,252,25575,1,189
"46351","Johnston",2021-08-21,252,25575,0,0
"46352","Johnston",2021-08-22,252,25575,0,0
"46353","Johnston",2021-08-23,252,26043,0,468
"46354","Johnston",2021-08-24,252,26181,0,138
"46355","Johnston",2021-08-25,253,26361,1,180
"46356","Johnston",2021-08-26,253,26588,0,227
"46357","Johnston",2021-08-27,255,26748,2,160
"46358","Johnston",2021-08-28,255,26748,0,0
"46359","Johnston",2021-08-29,255,26748,0,0
"46360","Johnston",2021-08-30,255,27136,0,388
"46361","Johnston",2021-08-31,255,27241,0,105
"46362","Johnston",2021-09-01,255,27423,0,182
"46363","Johnston",2021-09-02,257,27619,2,196
"46364","Johnston",2021-09-03,257,27880,0,261
"46365","Johnston",2021-09-04,257,27880,0,0
"46366","Johnston",2021-09-05,257,27880,0,0
"46367","Johnston",2021-09-06,257,27880,0,0
"46368","Johnston",2021-09-07,261,28425,4,545
"46369","Johnston",2021-09-08,261,28529,0,104
"46370","Johnston",2021-09-09,262,28627,1,98
"46371","Johnston",2021-09-10,265,28690,3,63
"46372","Johnston",2021-09-11,265,28690,0,0
"46373","Johnston",2021-09-12,265,28690,0,0
"46374","Johnston",2021-09-13,270,29190,5,500
"46375","Johnston",2021-09-14,270,29236,0,46
"46376","Johnston",2021-09-15,270,29403,0,167
"46377","Johnston",2021-09-16,283,29541,13,138
"46378","Johnston",2021-09-17,286,29695,3,154
"46379","Johnston",2021-09-18,286,29695,0,0
"46380","Johnston",2021-09-19,286,29695,0,0
"46381","Johnston",2021-09-20,287,30016,1,321
"46382","Johnston",2021-09-21,288,30090,1,74
"46383","Johnston",2021-09-22,289,30239,1,149
"46384","Johnston",2021-09-23,291,30347,2,108
"46385","Johnston",2021-09-24,291,30448,0,101
"46386","Johnston",2021-09-25,291,30448,0,0
"46387","Johnston",2021-09-26,291,30448,0,0
"46388","Johnston",2021-09-27,292,30647,1,199
"46389","Johnston",2021-09-28,292,30704,0,57
"46390","Johnston",2021-09-29,293,30784,1,80
"46391","Johnston",2021-09-30,299,30877,6,93
"46392","Johnston",2021-10-01,301,30947,2,70
"46393","Johnston",2021-10-02,301,30947,0,0
"46394","Johnston",2021-10-03,301,30947,0,0
"46395","Johnston",2021-10-04,308,31158,7,211
"46396","Johnston",2021-10-05,308,31218,0,60
"46397","Johnston",2021-10-06,308,31301,0,83
"46398","Johnston",2021-10-07,311,31352,3,51
"46399","Johnston",2021-10-08,316,31402,5,50
"46400","Johnston",2021-10-09,316,31402,0,0
"46401","Johnston",2021-10-10,316,31402,0,0
"46402","Johnston",2021-10-11,317,31583,1,181
"46403","Johnston",2021-10-12,317,31615,0,32
"46404","Johnston",2021-10-13,317,31680,0,65
"46405","Johnston",2021-10-15,316,31817,0,74
"46406","Johnston",2021-10-16,316,31817,0,0
"46407","Johnston",2021-10-17,316,31817,0,0
"46408","Johnston",2021-10-18,322,31918,6,101
"46409","Johnston",2021-10-19,322,31957,0,39
"46410","Johnston",2021-10-20,322,32026,0,69
"46411","Johnston",2021-10-21,326,32092,4,66
"46412","Johnston",2021-10-22,328,32136,2,44
"46413","Johnston",2021-10-23,328,32136,0,0
"46414","Johnston",2021-10-24,328,32136,0,0
"46415","Johnston",2021-10-25,328,32254,0,118
"46416","Johnston",2021-10-26,328,32293,0,39
"46417","Johnston",2021-10-27,328,32337,0,44
"46418","Johnston",2021-10-28,329,32391,1,54
"46419","Johnston",2021-10-29,329,32416,0,25
"46420","Johnston",2021-10-30,329,32416,0,0
"46421","Johnston",2021-10-31,329,32416,0,0
"46422","Johnston",2021-11-01,329,32503,0,87
"46423","Johnston",2021-11-02,329,32527,0,24
"46424","Johnston",2021-11-03,329,32547,0,20
"46425","Johnston",2021-11-04,329,32604,0,57
"46426","Johnston",2021-11-05,330,32643,1,39
"46427","Johnston",2021-11-06,330,32643,0,0
"46428","Johnston",2021-11-07,330,32643,0,0
"46429","Johnston",2021-11-08,336,32732,6,89
"46430","Johnston",2021-11-09,336,32763,0,31
"46431","Johnston",2021-11-10,336,32809,0,46
"46432","Johnston",2021-11-11,336,32809,0,0
"46433","Johnston",2021-11-13,335,32905,0,0
"46434","Johnston",2021-11-14,335,32905,0,0
"46435","Johnston",2021-11-15,335,33042,0,137
"46436","Johnston",2021-11-16,335,33077,0,35
"46437","Johnston",2021-11-17,336,33144,1,67
"46438","Johnston",2021-11-18,337,33226,1,82
"46439","Johnston",2021-11-19,339,33271,2,45
"46440","Johnston",2021-11-20,339,33271,0,0
"46441","Johnston",2021-11-21,339,33271,0,0
"46442","Johnston",2021-11-22,339,33396,0,125
"46443","Johnston",2021-11-23,339,33415,0,19
"46444","Johnston",2021-11-24,339,33476,0,61
"46445","Johnston",2021-11-25,339,33476,0,0
"46446","Johnston",2021-11-26,339,33476,0,0
"46447","Johnston",2021-11-27,339,33476,0,0
"46448","Johnston",2021-11-28,339,33476,0,0
"46449","Johnston",2021-11-29,339,33610,0,134
"46450","Johnston",2021-11-30,339,33625,0,15
"46451","Johnston",2021-12-01,339,33685,0,60
"46452","Johnston",2021-12-02,339,33744,0,59
"46453","Johnston",2021-12-03,339,33838,0,94
"46454","Johnston",2021-12-04,339,33838,0,0
"46455","Johnston",2021-12-05,339,33838,0,0
"46456","Johnston",2021-12-06,339,34022,0,184
"46457","Johnston",2021-12-07,341,34080,2,58
"46458","Johnston",2021-12-08,342,34146,1,66
"46459","Johnston",2021-12-09,343,34237,1,91
"46460","Johnston",2021-12-10,343,34310,0,73
"46461","Johnston",2021-12-11,343,34310,0,0
"46462","Johnston",2021-12-12,343,34310,0,0
"46463","Johnston",2021-12-13,344,34536,1,226
"46464","Johnston",2021-12-14,344,34570,0,34
"46465","Johnston",2021-12-15,344,34687,0,117
"46466","Johnston",2021-12-16,344,34824,0,137
"46467","Johnston",2021-12-17,344,34923,0,99
"46468","Johnston",2021-12-18,344,34923,0,0
"46469","Johnston",2021-12-19,344,34923,0,0
"46470","Johnston",2021-12-20,346,35196,2,273
"46471","Johnston",2021-12-21,346,35280,0,84
"46472","Johnston",2021-12-22,347,35370,1,90
